Time (seconds), PosCmd (Theta) deg, PosFbk (Theta) deg, PosErr (Theta) deg, VelCmd (Theta) deg/msec, VelFbk (Theta) deg/msec, VelErr (Theta) deg/msec, AccCmd (Theta), AccErr (Theta), AccFbk (Theta), CurCmd (Theta), CurFbk (Theta), CurErr (Theta), AxisStatus (Theta), DriveStatus (Theta), PsoCounter0 (Theta), PsoStatus (Theta), WaveformActive (Theta), PsoWaveformActiveOnTime (Theta), PsoWaveformActivePulseCount (Theta), PsoWaveformActiveTotalTime (Theta)
0.056, 3678282.00000436, 3678282.02, -0.01999563992023468, 18, 17.96, 0.04, 0, 0.06, -0.06, 0.15790247917175293, 0.1562727987766266, 0.0016296803951263428, 8585, 16851105, 899, 540, 1, 100, 200, 1000
0.057, 3678300.00000436, 3678299.98, 0.02000436007976532, 18, 17.96, 0.04, 0, 0, 0, 0.30933958292007446, 0.217139333486557, 0.09220024943351746, 8585, 16851073, 1, 540, 1, 100, 200, 1000
0.058, 3678318.00000436, 3678317.96, 0.04000436007976532, 18, 17.98, 0.02, 0, -0.02, 0.02, 0.31948795914649963, 0.22592759132385254, 0.0935603678226471, 8585, 16851009, 2, 540, 1, 100, 200, 1000
0.059000000000000004, 3678336.00000436, 3678335.96, 0.04000436007976532, 18, 18, 0, 0, -0.02, 0.02, 0.21993336081504822, 0.23791876435279846, -0.017985403537750244, 8585, 16851041, 2, 540, 1, 100, 200, 1000
0.06, 3678354.00000436, 3678353.98, 0.02000436007976532, 18, 18.02, -0.02, 0, -0.02, 0.02, 0.21002036333084106, 0.16964037716388702, 0.04037998616695404, 8585, 16850977, 2, 540, 1, 100, 200, 1000
0.061, 3678372.00000436, 3678372, 4.3600797653198246E-06, 18, 18.02, -0.02, 0, 0, 0, 0.0956014096736908, 0.18908248841762543, -0.09348107874393463, 8585, 16851105, 900, 540, 1, 100, 200, 1000
0.062, 3678390.00000436, 3678390.02, -0.01999563992023468, 18, 18.02, -0.02, 0, 0, 0, 0.12146665900945663, 0.14088810980319977, -0.019421450793743134, 8585, 16851073, 899, 540, 1, 100, 200, 1000
0.063, 3678408.00000436, 3678408.02, -0.01999563992023468, 18, 18, 0, 0, 0.02, -0.02, 0.16508042812347412, 0.14727471768856049, 0.017805710434913635, 8585, 16851137, 899, 540, 1, 100, 200, 1000
0.064, 3678426.00000436, 3678426.02, -0.01999563992023468, 18, 18, 0, 0, 0, 0, 0.1631442904472351, 0.17308014631271362, -0.009935855865478516, 8585, 16851009, 900, 540, 1, 100, 200, 1000
0.065, 3678444.00000436, 3678443.98, 0.02000436007976532, 18, 17.96, 0.04, 0, 0.04, -0.04, 0.28039708733558655, 0.17622628808021545, 0.1041707992553711, 8585, 16851041, 1, 540, 1, 100, 200, 1000
0.066, 3678462.00000436, 3678461.98, 0.02000436007976532, 18, 18, 0, 0, -0.04, 0.04, 0.20082896947860718, 0.21960081160068512, -0.018771842122077942, 8585, 16850977, 2, 540, 1, 100, 200, 1000
0.067, 3678480.00000436, 3678479.96, 0.04000436007976532, 18, 17.98, 0.02, 0, 0.02, -0.02, 0.13650985062122345, 0.276851624250412, -0.14034177362918854, 8585, 16851105, 2, 540, 1, 100, 200, 1000
0.068, 3678498.00000436, 3678498, 4.3600797653198246E-06, 18, 18.04, -0.04, 0, -0.06, 0.06, 0.1158532202243805, 0.15928062796592712, -0.04342740774154663, 8585, 16851073, 900, 540, 1, 100, 200, 1000
0.069, 3678516.00000436, 3678516.02, -0.01999563992023468, 18, 18.02, -0.02, 0, 0.02, -0.02, 0.17326179146766663, 0.14774051308631897, 0.025521278381347656, 8585, 16851137, 899, 540, 1, 100, 200, 1000
0.07, 3678534.00000436, 3678534.04, -0.03999563992023468, 18, 18.02, -0.02, 0, 0, 0, 0.14430314302444458, 0.12984174489974976, 0.014461398124694824, 8585, 16851009, 899, 540, 1, 100, 200, 1000
0.07100000000000001, 3678552.00000436, 3678552.04, -0.03999563992023468, 18, 18, 0, 0, 0.02, -0.02, 0.14135444164276123, 0.12203404307365417, 0.019320398569107056, 8585, 16850977, 899, 540, 1, 100, 200, 1000
